id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
4317397,Home in 信義區 · ★4.63 · 1 bedroom · 2 beds · 1 bath,20812835,Luxury Flat Team,,信義區,25.03161,121.55804,Entire home/apt,3500,7,8,2022-12-09,0.08,7,28,0,
4318191,Home in 信義區 · 1 bedroom · 1 bed · 1 bath,20812835,Luxury Flat Team,,信義區,25.03121,121.55817,Entire home/apt,3500,29,1,2014-12-15,0.01,7,158,0,
4372441,Rental unit in 萬華區一段 · ★4.89 · 4 bedrooms · 4 beds · 2 baths,22105084,Lyna,,萬華區,25.03753,121.49889,Entire home/apt,4000,28,83,2018-01-12,0.74,3,64,0,
4396132,Loft in Zhongshan District · ★4.79 · 1 bedroom · 1 bed · 1 bath,21827634,Carol,,中山區,25.06402,121.5221,Entire home/apt,2010,30,225,2023-10-07,2.03,1,153,4,
4401076,Rental unit in Zhongshan District · ★4.60 · 1 bedroom · 1 bed · 1 bath,7747610,Mimas,,中山區,25.05703,121.52275,Entire home/apt,2491,2,15,2023-12-17,0.16,1,327,10,
4408487,Loft in Wanhua District · ★4.76 · 1 bedroom · 2 beds · 1 bath,20965710,NiNi,,萬華區,25.04258,121.50487,Entire home/apt,3700,3,313,2023-12-29,2.81,11,54,51,
4467294,Hostel in Nangang District · ★4.74 · 2 bedrooms · 10 beds · 3 shared baths,9175578,Vicky,,南港區,25.05407,121.60966,Shared room,827,1,19,2023-12-18,0.24,2,56,12,
4468613,"Aparthotel in 台北市, TW · ★4.80 · 1 bedroom · 2 beds · 1.5 shared baths",22965537,Laura,,文山區,24.992,121.56243,Shared room,1800,2,5,2019-01-01,0.05,1,57,0,
4473217,Hostel in Nangang District · ★2.67 · 2 bedrooms · 6 beds · 3 shared baths,9175578,Vicky,,南港區,25.05586,121.61137,Shared room,783,1,3,2023-10-09,0.05,2,54,2,
4495681,Home in Zhongshan District · ★4.63 · 1 bedroom · 1 bed · 1 bath,21301096,Sung,,中山區,25.06172,121.54372,Private room,2453,7,8,2015-07-06,0.07,8,304,0,
4495844,Rental unit in Zhongshan District · ★4.94 · 1 bedroom · 1 bed · 1 bath,21301096,Sung,,中山區,25.06122,121.54294,Entire home/apt,2453,7,17,2017-06-18,0.15,8,304,0,
4507773,Home in Zhongshan District · ★4.17 · 1 bedroom · 1 bed · 1 bath,21301096,Sung,,中山區,25.06184,121.54295,Entire home/apt,2453,14,6,2017-04-29,0.05,8,304,0,
4520900,Rental unit in Nangang District · ★4.65 · 2 bedrooms · 4 beds · 1.5 baths,12991185,Yu-Liang,,南港區,25.06029,121.61343,Entire home/apt,5086,3,37,2023-11-20,0.34,1,167,2,
4541617,Loft in 文山區 · ★4.67 · 1 bedroom · 1 bed · 1 bath,8478209,Eric,,文山區,25.00583,121.55907,Entire home/apt,8671,3,3,2018-12-26,0.04,15,89,0,
4561084,Home in Zhongshan District · ★4.25 · 1 bedroom · 1 bed · 1 bath,21301096,Sung,,中山區,25.06174,121.54354,Private room,2453,7,4,2015-06-21,0.04,8,304,0,
4568861,"Loft in 21F-29,50,sec.1,Zhong Xiao West .Rd,Zhong zheng Dist,Taipei city · ★4.59 · 1 bedroom · 1 bed · 1.5 baths",8847227,Koma,,中正區,25.04454,121.5163,Entire home/apt,1655,10,300,2023-12-24,2.70,3,157,9,
4607827,Rental unit in 信義區  Xinyi District · ★5.0 · 1 bedroom · 2 beds · 1 bath,19235741,Sher,,信義區,25.04162,121.56478,Private room,219461,30,4,2015-04-29,0.04,3,365,0,
